priority_rank,name,county,town,lat,lon,risk_score,risk_level,rain_24h_mm_demo,elevation_m,slope_deg,aspect_deg,aspect_dir,aspect_score,terrain_score,debris_dist_m,debris_Risk,lswarn_dist_m,lswarn_Risk,lspot_dist_m,lspot_Risk,event_dist_m,event_Events,law_status,law_issue,indigenous_area,data_confidence,suggested_action,alert_message
1275,湖光山戀露營區,新竹縣,峨眉鄉,24.6811726635683,120.978,30.4,正常監測,179.14302072351404,106.0,10.74,110.9,東,82.7,39.1,4611.58822830042,銝,14437.890651580554,擃,14478.376543879238,高,8856.64700525737,1020豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣峨眉鄉「湖光山戀露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1276,三角湖森系露營場,苗栗縣,南庄鄉,24.59522,121.04745,30.4,正常監測,174.45674331543617,429.64,14.51,243.6,西南,0.0,28.3,1091.9764503655445,擃,5280.813112377098,擃,5280.813112377098,高,8181.472115365721,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「三角湖森系露營場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1277,春田窯陶藝休閒渡假園,苗栗縣,三義鄉,24.40941,120.79922,30.4,正常監測,173.133027544275,331.58,4.38,247.7,西,0.0,8.5,929.6818407413126,雿,9969.213416783256,銝,10434.906563745904,中,9531.829604571378,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣三義鄉「春田窯陶藝休閒渡假園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1278,333露營區,苗栗縣,卓蘭鎮,24.340288,120.841257,30.4,正常監測,163.3394601147265,340.27,23.88,275.8,西,0.0,46.6,2707.9128620103347,蝥閫撖,2433.4413269195807,銝,2433.4413269195807,中,4046.0834991786633,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣卓蘭鎮「333露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1279,南園清心園林休閒農場,新竹縣,新埔鎮,24.868163,121.104262,30.3,正常監測,192.59361630722685,232.61,12.06,192.9,南,39.2,32.1,5144.041624450982,雿,23423.963932091618,擃,23423.963932091618,高,22491.645475187717,1020豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣新埔鎮「南園清心園林休閒農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1280,山海賞星緣露營區️,臺東縣,東河鄉,22.870086,121.195053,30.3,正常監測,188.16481833683056,187.15,6.14,144.1,東南,40.9,21.0,1354.1534750898506,雿,13657.319198569645,銝,13827.593969092408,中,1382.792613346332,0728豪雨,違反相關法規露營場,違反區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺東縣東河鄉「山海賞星緣露營區️」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1281,天ㄟ藝文露營區,宜蘭縣,冬山鄉,24.6458393620507,121.73255822394,30.3,正常監測,187.67397743792935,40.53,0.59,243.6,西南,0.0,1.2,660.6474630709381,雿,23567.197598691408,雿,24683.643212621868,低,16378.016088509865,鳳凰颱風,違反相關法規露營場,都市計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】宜蘭縣冬山鄉「天ㄟ藝文露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1282,杜石地一號,苗栗縣,苗栗市,24.56623,120.7886,30.3,正常監測,174.43195547368788,146.7,15.62,56.1,東北,46.7,40.7,9410.870229651911,銝,18062.5363597027,銝,18740.49897915405,中,10815.690245310085,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣苗栗市「杜石地一號」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1283,5＋2農場,桃園市,大溪區,24.840489,121.354018,30.3,正常監測,167.586308639558,439.81,15.79,290.0,西,0.0,30.8,1205.2797014949954,銝,6762.388610409292,銝,6997.621361698848,中,8545.225699985192,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市大溪區「5＋2農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1284,波露克爾咖啡露營棧(瑪羅伊休息站),南投縣,仁愛鄉,23.9678726,121.1199891,30.2,正常監測,202.55992105571644,888.74,6.97,251.7,西,0.0,13.6,1095.735112692833,蝥閫撖,3133.980319041388,擃,2789.257343247783,高,8691.048560595767,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「波露克爾咖啡露營棧(瑪羅伊休息站)」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1285,初心露營區,苗栗縣,南庄鄉,24.52995,120.9848,30.2,正常監測,198.5569634511236,880.67,8.02,290.9,西,0.0,15.6,1677.4198377145162,銝,10967.146716615416,銝,10968.693929181176,中,7284.396349067709,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「初心露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1286,1961的星空,苗栗縣,卓蘭鎮,24.32708,120.83541,30.2,正常監測,189.46956421875643,481.01,1.99,142.8,東南,0.0,3.9,1239.980647932904,蝥閫撖,1675.043753436066,銝,1675.043753436066,中,3658.917689176746,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣卓蘭鎮「1961的星空」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1287,Glamping Hygge Hill山野森活,苗栗縣,卓蘭鎮,24.328285,120.832565,30.2,正常監測,187.33950654725447,469.2,2.55,3.9,北,0.0,5.0,1446.7452918497956,蝥閫撖,1991.4524475390292,銝,1991.4524475390292,中,3976.986401915656,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣卓蘭鎮「Glamping Hygge Hill山野森活」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1288,葳達露營區,苗栗縣,泰安鄉,24.3554142328898,120.96771441195,30.2,正常監測,181.7550917176229,742.7,1.78,292.3,西,0.0,3.5,716.7824237037714,蝥閫撖,4441.365146954205,擃,4441.365146954205,高,5854.962451369484,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣泰安鄉「葳達露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1289,露營樂3號店臻美館,新竹縣,尖石鄉,24.7144,121.2843,30.1,正常監測,227.3643617156046,949.29,0.49,,平坦/無坡向,0.0,1.0,1550.1294419923995,擃,7117.1311321389785,銝,7117.1311321389785,中,8861.821407272351,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「露營樂3號店臻美館」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1290,塔古斯戶外營地,南投縣,信義鄉,23.6031534,120.8853944,30.1,正常監測,218.62438982622305,912.58,2.83,65.5,東北,0.0,5.5,1122.3843564056272,銝,7430.136576034477,擃,7953.812066490808,高,5035.781566319783,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣信義鄉「塔古斯戶外營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1291,青綠園露營區,南投縣,魚池鄉,23.8854337,120.8936673,30.1,正常監測,204.48540879027587,552.98,6.08,258.0,西,0.0,11.9,1932.3049004178688,擃,7969.727159602651,雿,8252.074248122337,低,4643.539348667743,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「青綠園露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1292,梅園野營秘境露營區,高雄市,桃源區,23.2697643332662,120.823840916335,30.1,正常監測,201.92686537821203,855.89,2.34,50.3,東北,0.0,4.6,720.7074057232333,擃,19133.87180592215,銝,19133.87180592215,中,436.01895983921,楊柳颱風,符合相關法規露營場,無,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市桃源區「梅園野營秘境露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1293,向天湖露營區,苗栗縣,南庄鄉,24.57892,121.03141,30.1,正常監測,195.29754511391695,802.29,6.19,45.9,東北,19.7,16.4,1284.932302273121,雿,5913.01549799996,銝,5983.074986357489,中,10355.931750465428,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「向天湖露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1294,梢楠園,南投縣,魚池鄉,23.9117819,120.8872515,30.1,正常監測,187.44657822295736,600.93,6.0,92.8,東,38.7,20.2,1916.6108931449733,雿,5177.675646831805,雿,5439.153841787507,低,3515.036983804985,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「梢楠園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1295,夢田莊園露營區,苗栗縣,南庄鄉,24.635022,120.99696,30.1,正常監測,186.4183221431968,134.25,0.43,,平坦/無坡向,0.0,0.8,656.5485102728554,蝥閫撖,10568.691295685025,擃,10568.691295685025,高,7699.157412673551,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「夢田莊園露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1296,內灣松林茶花露營區,新竹縣,橫山鄉,24.715117,121.166389,30.1,正常監測,176.44902843435324,212.43,2.7,244.5,西南,0.0,5.3,675.709639316947,擃,5715.5047778080925,擃,5715.5047778080925,高,11516.59551563686,1020豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣橫山鄉「內灣松林茶花露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1297,山水畔休閒生態,新北市,三峽區,24.92212,121.45858,30.1,正常監測,165.15176182709234,112.0,13.41,213.3,西南,22.2,31.0,1310.744643965774,雿,18430.511418865422,銝,18711.53143302148,中,4809.780287838635,1020豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新北市三峽區「山水畔休閒生態」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1298,韋家莊,苗栗縣,獅潭鄉,24.465242,120.901351,30.0,正常監測,193.07643394226923,531.8,8.78,239.2,西南,0.5,17.2,1366.6248614047947,雿,2187.1504218098094,銝,2789.8707368650016,中,5296.420576292385,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣獅潭鄉「韋家莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1299,老柯農莊,宜蘭縣,南澳鄉,24.4252978134647,121.745313580024,30.0,正常監測,184.27855596841025,106.99,0.5,,平坦/無坡向,0.0,1.0,594.879032348075,蝥閫撖,20956.50898797077,擃,22182.176146607824,高,9109.130956637317,樺加沙颱風,違反相關法規露營場,違反農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】宜蘭縣南澳鄉「老柯農莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1300,邦古河那彎露營區,臺中市,和平區,24.168365,120.962719,30.0,正常監測,184.1502274012604,649.33,23.46,286.8,西,0.0,45.7,502.67938311510864,雿,17383.9553959196,擃,17383.9553959196,高,5771.089644000255,0728豪雨,符合相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市和平區「邦古河那彎露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1301,爺亨溫泉露營區,桃園市,復興區,24.674988,121.375013,30.0,正常監測,178.85214295016164,544.06,2.03,337.6,北,0.0,4.0,740.2728490977539,蝥閫撖,2190.460884961525,擃,2190.460884961525,高,9965.216567204789,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「爺亨溫泉露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1302,食水窩露營區,苗栗縣,南庄鄉,24.626368,121.027168,30.0,正常監測,178.5393781869741,377.94,12.29,304.4,西北,0.0,24.0,1388.2331002748174,雿,7365.65854509331,擃,7365.65854509331,高,5899.337208711861,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「食水窩露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1303,靜月居,新竹縣,峨眉鄉,24.671549,120.99427,30.0,正常監測,175.4490256997661,100.87,16.81,208.5,西南,26.2,38.5,2676.664284520219,銝,12490.60175410281,擃,12516.965939276906,高,7093.856131557625,1020豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣峨眉鄉「靜月居」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
